% Module: Sweep, ID: c0p1t8p1cfm0
% Devices: DEV646
% Time: 2025/11/10 16:37:08
% Demod 1 Sample R, /dev646/demods/0/sample.R
% Demod 1 Sample X, /dev646/demods/0/sample.X
% Demod 1 Sample Y, /dev646/demods/0/sample.Y
% Frequency (Hz); Demod 1 Sample R  Amplitude (V); Demod 1 Sample X  Amplitude (V); Demod 1 Sample Y  Amplitude (V)
24911.74120078027; 0.0892516567745; -0.00308691569462; -0.089198257766
24916.16724363968; 0.0893906309101; -0.00303359939258; -0.0893391413056
24920.59328649909; 0.0895240474926; -0.0029839161615; -0.0894743053831
24925.0193293585; 0.0896593113804; -0.00293267183802; -0.0896113360747
24929.4453722179; 0.0897893865423; -0.00288964801188; -0.0897428764305
24933.87141507731; 0.0899194061786; -0.00284517430369; -0.0898743822827
24938.29745793672; 0.0900483421148; -0.00280445667024; -0.0900046606593
24942.72350079612; 0.0901602006507; -0.00276004369299; -0.0901179446069
24947.14954365553; 0.0902844237407; -0.00271623630945; -0.0902435550635
24951.57558651494; 0.0904067383068; -0.00267328709422; -0.0903672057075
24956.00162937435; 0.0905277080188; -0.00263890968318; -0.0904892373425
24960.42767223375; 0.0906392645214; -0.00260413215863; -0.0906018474905
24964.85371509316; 0.0907520555482; -0.00256316681499; -0.0907158517686
24969.27975795257; 0.0908616938585; -0.00253213385303; -0.09082640425
24973.70580081197; 0.0909724465549; -0.00250102842551; -0.0909380607282
24978.13184367138; 0.091078916525; -0.0024657440729; -0.091045533342
24982.55788653079; 0.0911825340553; -0.00243779204212; -0.0911499406841
24986.9839293902; 0.0912877745729; -0.00240688449852; -0.0912560392165
24991.4099722496; 0.0913904603581; -0.00238005272019; -0.0913594636232
24995.83601510901; 0.0914854968871; -0.0023546210343; -0.0914551906699
25000.26205796842; 0.0915859599865; -0.00232485652564; -0.0915564476636
25004.68810082783; 0.0916838337731; -0.00229803276736; -0.091655029435
25009.11414368723; 0.0917784692205; -0.00227259834112; -0.0917503281152
25013.54018654664; 0.0918744077807; -0.0022446457655; -0.0918469834585
